Challenge,Slope
WT challenge,0.11872223930886516
WT challenge,0.19183625271375576
WT challenge,0.20449604753278638
WT challenge,0.26810399247493366
WT challenge,0.17963737080290318
WT challenge,0.1534813277717518
WT challenge,0.2187860777503901
WT challenge,0.160347374382388
T8A challenge,-0.027533943832289864
T8A challenge,0.045580069572600745
T8A challenge,0.058239864391631355
T8A challenge,0.12184780933377866
T8A challenge,0.033381187661748156
T8A challenge,0.007225144630596781
T8A challenge,0.07252989460923506
T8A challenge,0.01409119124123297
N3A challenge,0.004962214433553313
N3A challenge,0.07807622783844392
N3A challenge,0.09073602265747453
N3A challenge,0.15434396759962182
N3A challenge,0.06587734592759134
N3A challenge,0.03972130289643996
N3A challenge,0.10502605287507824
N3A challenge,0.046587349507076145
