Challenge,Slope
WT challenge,0.23381173868123825
WT challenge,0.3693564963429603
WT challenge,0.10369830260970873
WT challenge,0.08159914676403072
WT challenge,0.07269778278124281
WT challenge,0.14218266549382275
T8A challenge,0.11470129197991881
T8A challenge,0.2502460496416409
T8A challenge,-0.015412144091610713
T8A challenge,-0.037511299937288724
T8A challenge,-0.04641266392007663
T8A challenge,0.023072218792503298
N3A challenge,0.06469223349041879
N3A challenge,0.20023699115214083
N3A challenge,-0.06542120258111073
N3A challenge,-0.08752035842678874
N3A challenge,-0.09642172240957665
N3A challenge,-0.026936839696996718
