Challenge,Slope
WT challenge,0.0994806526294579
WT challenge,0.10164405164188368
WT challenge,0.12480524875490158
WT challenge,0.15312502250094165
WT challenge,0.05382924831749101
WT challenge,0.19638680055463514
WT challenge,0.09632503146395513
T8A challenge,0.23714311459676046
T8A challenge,0.23930651360918623
T8A challenge,0.2624677107222041
T8A challenge,0.2907874844682442
T8A challenge,0.19149171028479356
T8A challenge,0.3340492625219377
T8A challenge,0.23398749343125766
N3A challenge,-0.05766873241711803
N3A challenge,-0.055505333404692256
N3A challenge,-0.03234413629167436
N3A challenge,-0.0040243625456342965
N3A challenge,-0.10332013672908494
N3A challenge,0.03923741550805922
N3A challenge,-0.06082435358262082
