Challenge,Slope
WT challenge,0.07982331029932502
WT challenge,0.14807170372399367
WT challenge,0.14586070541878052
WT challenge,0.2200212765439078
WT challenge,0.09746025814800915
WT challenge,0.054532877908728496
WT challenge,0.08844143477153166
WT challenge,0.060695475688789635
T8A challenge,-0.013775333991507478
T8A challenge,0.054473059433161185
T8A challenge,0.052262061127948026
T8A challenge,0.12642263225307532
T8A challenge,0.003861613857176671
T8A challenge,-0.039065766382103996
T8A challenge,-0.005157209519300832
T8A challenge,-0.03290316860204286
N3A challenge,0.009752271192882845
N3A challenge,0.07800066461755151
N3A challenge,0.07578966631233834
N3A challenge,0.14995023743746563
N3A challenge,0.027389219041566992
N3A challenge,-0.015538161197713674
N3A challenge,0.018370395665089488
N3A challenge,-0.009375563417652532
